Redshift,K-band mag,K-band dmag
 0.108, 21.995, 0.750
 0.197, 17.409, 0.016
 0.175, 21.541, 0.547
 0.021, 20.218, 0.192
 0.164, 21.465, 0.518
 0.191, 19.816, 0.136
 0.178, 16.374, 0.006
 0.195, 18.365, 0.038
 0.116, 21.564, 0.556
 0.107, 14.097, 0.001
 0.104, 16.830, 0.009
 0.104, 21.938, 0.722
 0.170, 17.243, 0.013
 0.165, 16.637, 0.008
 0.188, 13.438, 0.000
 0.105, 21.260, 0.444
 0.076, 15.450, 0.003
 0.157, 21.992, 0.749
 0.151, 20.044, 0.166
 0.158, 18.360, 0.037
 0.150, 20.302, 0.206
 0.099, 21.524, 0.540
 0.129, 18.631, 0.048
 0.151, 17.343, 0.015
 0.108, 18.347, 0.037
 0.172, 18.902, 0.061
 0.045, 20.102, 0.174
 0.186, 15.099, 0.002
 0.181, 20.558, 0.255
 0.102, 17.742, 0.021
 0.170, 18.159, 0.031
 0.133, 21.979, 0.742
 0.162, 21.817, 0.665
 0.199, 20.063, 0.168
 0.179, 19.616, 0.115
 0.197, 21.345, 0.474
 0.159, 21.926, 0.716
 0.142, 20.753, 0.299
 0.092, 21.534, 0.544
 0.044, 18.849, 0.058
 0.052, 21.267, 0.447
 0.181, 20.314, 0.208
 0.180, 15.709, 0.003
 0.136, 18.469, 0.041
 0.155, 17.456, 0.016
 0.143, 20.719, 0.291
 0.138, 20.970, 0.355
 0.187, 21.044, 0.377
 0.167, 18.400, 0.039
 0.154, 16.424, 0.006
 0.184, 18.058, 0.028
 0.175, 20.089, 0.172
 0.190, 18.178, 0.032
 0.183, 20.788, 0.308
 0.097, 20.148, 0.181
 0.052, 17.660, 0.020
 0.176, 18.321, 0.036
 0.157, 20.577, 0.259
 0.103, 21.120, 0.399
 0.159, 15.730, 0.003
 0.189, 20.182, 0.187
 0.174, 21.916, 0.711
 0.122, 21.791, 0.653
 0.195, 19.734, 0.127
 0.174, 20.333, 0.212
 0.173, 18.722, 0.052
 0.148, 21.197, 0.424
 0.166, 15.236, 0.002
 0.134, 19.286, 0.086
 0.186, 19.119, 0.074
 0.090, 21.969, 0.737
 0.148, 18.070, 0.029
 0.194, 21.209, 0.428
 0.193, 15.404, 0.002
 0.078, 21.684, 0.606
 0.165, 20.306, 0.207
 0.164, 17.783, 0.022
 0.191, 18.696, 0.051
 0.047, 21.095, 0.392
 0.125, 16.058, 0.005
 0.170, 18.467, 0.041
 0.196, 18.298, 0.035
 0.164, 21.864, 0.687
 0.089, 21.691, 0.609
 0.132, 12.304, 0.000
 0.199, 19.931, 0.151
 0.108, 21.549, 0.550
 0.081, 15.938, 0.004
 0.190, 21.462, 0.517
 0.056, 19.634, 0.116
 0.119, 21.996, 0.750
 0.184, 17.726, 0.021
 0.038, 21.997, 0.751
 0.040, 20.398, 0.224
 0.156, 21.743, 0.632
 0.106, 21.954, 0.730
 0.140, 20.851, 0.323
 0.098, 20.547, 0.253
 0.106, 15.395, 0.002
 0.163, 20.539, 0.251
 0.105, 15.612, 0.003
 0.170, 21.225, 0.433
 0.107, 20.524, 0.248
 0.182, 21.941, 0.723
 0.098, 20.133, 0.179
 0.189, 14.905, 0.002
 0.096, 18.444, 0.040
 0.052, 17.412, 0.016
 0.119, 17.131, 0.012
 0.185, 16.207, 0.005
 0.151, 18.420, 0.039
 0.171, 17.045, 0.011
 0.138, 15.726, 0.003
 0.026, 18.658, 0.049
 0.140, 19.002, 0.067
 0.128, 13.735, 0.001
 0.181, 20.614, 0.267
 0.054, 11.497, 0.000
 0.139, 19.839, 0.139
 0.146, 21.426, 0.503
 0.106, 16.649, 0.008
 0.200, 17.342, 0.015
 0.156, 15.277, 0.002
 0.141, 21.654, 0.593
 0.110, 21.854, 0.682
 0.168, 20.989, 0.361
 0.191, 18.925, 0.062
 0.094, 18.441, 0.040
 0.098, 19.252, 0.083
 0.152, 20.341, 0.213
 0.191, 21.733, 0.627
 0.127, 16.540, 0.007
 0.152, 20.805, 0.312
 0.198, 20.533, 0.250
 0.035, 18.274, 0.035
 0.190, 17.759, 0.022
 0.177, 18.617, 0.047
 0.142, 14.902, 0.002
 0.039, 19.230, 0.082
 0.072, 17.794, 0.022
 0.168, 17.829, 0.023
 0.165, 21.305, 0.460
 0.146, 21.006, 0.366
 0.179, 15.658, 0.003
 0.185, 13.515, 0.000
 0.114, 13.223, 0.000
 0.113, 17.197, 0.013
 0.189, 19.842, 0.139
 0.075, 17.963, 0.026
 0.192, 16.974, 0.011
 0.151, 20.318, 0.209
 0.129, 21.385, 0.488
 0.184, 18.618, 0.047
 0.124, 21.395, 0.492
 0.064, 15.263, 0.002
 0.176, 16.332, 0.006
 0.182, 21.571, 0.559
 0.163, 19.617, 0.115
 0.156, 19.822, 0.137
 0.183, 20.774, 0.304
 0.153, 21.602, 0.572
 0.147, 20.732, 0.294
 0.129, 21.705, 0.615
 0.194, 21.074, 0.385
 0.162, 18.689, 0.050
 0.081, 14.752, 0.001
 0.182, 20.376, 0.220
 0.131, 21.560, 0.555
 0.078, 19.036, 0.069
 0.192, 16.750, 0.009
 0.165, 19.547, 0.108
 0.174, 21.337, 0.471
 0.027, 21.174, 0.416
 0.126, 14.420, 0.001
 0.160, 21.466, 0.518
 0.079, 19.638, 0.117
 0.128, 19.972, 0.156
 0.173, 17.660, 0.020
 0.043, 18.083, 0.029
 0.176, 21.408, 0.497
 0.173, 18.962, 0.064
 0.168, 19.260, 0.084
 0.151, 20.458, 0.235
 0.152, 19.879, 0.144
 0.142, 17.716, 0.021
 0.172, 21.786, 0.651
 0.138, 20.851, 0.323
 0.162, 19.294, 0.086
 0.173, 20.368, 0.218
 0.145, 20.807, 0.312
 0.103, 21.208, 0.427
 0.172, 17.791, 0.022
 0.060, 17.177, 0.013
 0.132, 20.674, 0.281
 0.128, 21.663, 0.597
 0.190, 20.200, 0.189
 0.118, 16.974, 0.011
 0.144, 20.801, 0.311
 0.163, 14.468, 0.001
 0.099, 16.393, 0.006
 0.169, 19.911, 0.148
 0.082, 21.759, 0.639
 0.156, 17.438, 0.016
 0.113, 17.752, 0.021
 0.071, 18.645, 0.048
 0.154, 17.014, 0.011
 0.118, 16.247, 0.005
 0.169, 20.253, 0.198
 0.110, 18.011, 0.027
 0.104, 21.440, 0.508
 0.180, 21.789, 0.652
 0.106, 19.147, 0.076
 0.141, 19.196, 0.079
 0.118, 21.425, 0.503
 0.117, 19.357, 0.091
 0.180, 19.660, 0.119
 0.172, 16.993, 0.011
 0.188, 21.032, 0.373
 0.183, 20.468, 0.237
 0.143, 20.492, 0.242
 0.198, 18.322, 0.036
 0.128, 18.681, 0.050
 0.168, 13.949, 0.001
 0.101, 20.939, 0.347
 0.156, 20.021, 0.163
 0.189, 20.410, 0.226
 0.112, 21.562, 0.556
 0.197, 21.799, 0.657
 0.194, 17.486, 0.017
 0.174, 18.452, 0.041
 0.192, 20.603, 0.265
 0.114, 21.207, 0.427
 0.171, 19.202, 0.079
 0.068, 21.370, 0.483
 0.168, 13.807, 0.001
 0.071, 16.917, 0.010
 0.127, 21.550, 0.551
 0.097, 21.418, 0.500
 0.194, 18.567, 0.045
 0.082, 20.867, 0.328
 0.064, 19.188, 0.079
 0.104, 14.789, 0.001
 0.119, 20.450, 0.233
 0.107, 21.642, 0.588
 0.152, 18.507, 0.043
 0.186, 19.854, 0.141
 0.094, 18.158, 0.031
 0.132, 19.287, 0.086
 0.125, 19.191, 0.079
 0.067, 17.673, 0.020
 0.108, 19.286, 0.086
 0.183, 18.057, 0.028
 0.163, 19.382, 0.093
 0.112, 15.741, 0.003
 0.161, 20.947, 0.349
 0.136, 19.197, 0.079
 0.076, 19.800, 0.134
 0.090, 14.844, 0.001
 0.173, 21.318, 0.464
 0.093, 21.357, 0.478
 0.162, 21.820, 0.667
 0.167, 17.758, 0.022
 0.171, 19.076, 0.071
 0.066, 20.525, 0.248
 0.128, 20.942, 0.348
 0.188, 20.255, 0.198
 0.168, 21.338, 0.471
 0.164, 21.940, 0.723
 0.076, 20.935, 0.346
 0.197, 18.344, 0.037
 0.165, 19.153, 0.076
 0.144, 18.710, 0.051
 0.102, 19.961, 0.155
 0.123, 19.336, 0.090
 0.047, 21.518, 0.538
 0.131, 20.872, 0.329
 0.173, 20.049, 0.167
 0.180, 19.431, 0.097
 0.130, 21.192, 0.422
 0.129, 19.224, 0.081
 0.198, 18.411, 0.039
 0.129, 19.705, 0.124
 0.182, 20.949, 0.350
 0.180, 21.579, 0.562
 0.116, 13.551, 0.000
 0.158, 21.129, 0.402
 0.071, 13.753, 0.001
 0.089, 21.771, 0.644
 0.156, 21.360, 0.479
 0.127, 21.703, 0.614
 0.195, 19.693, 0.122
 0.161, 20.013, 0.162
 0.115, 21.513, 0.536
 0.133, 20.419, 0.228
 0.161, 19.014, 0.067
 0.160, 17.882, 0.024
 0.070, 17.053, 0.011
 0.074, 20.395, 0.223
 0.176, 21.602, 0.572
 0.153, 20.443, 0.232
 0.127, 17.362, 0.015
 0.188, 21.433, 0.506
 0.113, 17.539, 0.018
 0.106, 20.438, 0.231
 0.192, 17.841, 0.023
 0.167, 17.557, 0.018
 0.137, 19.720, 0.125
 0.144, 21.466, 0.518
 0.193, 19.545, 0.108
 0.130, 21.159, 0.412
 0.136, 18.607, 0.047
 0.163, 21.981, 0.743
 0.102, 21.126, 0.401
 0.134, 17.125, 0.012
 0.122, 15.786, 0.004
 0.065, 20.121, 0.177
 0.143, 18.204, 0.032
 0.173, 13.670, 0.001
 0.125, 14.994, 0.002
 0.095, 20.903, 0.337
 0.133, 15.998, 0.004
 0.084, 18.284, 0.035
 0.101, 18.492, 0.042
 0.150, 16.596, 0.007
 0.149, 20.315, 0.209
 0.183, 19.205, 0.080
 0.145, 15.456, 0.003
 0.117, 21.155, 0.410
 0.108, 15.034, 0.002
 0.159, 20.821, 0.316
 0.073, 21.952, 0.729
 0.161, 17.125, 0.012
 0.155, 14.524, 0.001
 0.133, 21.536, 0.545
 0.025, 20.212, 0.191
 0.137, 21.519, 0.539
 0.132, 19.239, 0.082
 0.199, 19.518, 0.105
 0.157, 15.486, 0.003
 0.149, 21.994, 0.750
 0.143, 18.003, 0.027
 0.151, 20.166, 0.184
 0.181, 20.247, 0.197
 0.034, 18.831, 0.057
 0.085, 15.264, 0.002
 0.150, 18.748, 0.053
 0.162, 21.194, 0.423
 0.116, 21.416, 0.499
 0.139, 21.648, 0.591
 0.180, 20.537, 0.251
 0.111, 21.761, 0.639
 0.168, 21.494, 0.529
 0.195, 18.457, 0.041
 0.162, 21.303, 0.459
 0.162, 21.468, 0.519
 0.120, 21.211, 0.428
 0.145, 18.524, 0.043
 0.159, 17.076, 0.012
 0.129, 18.971, 0.065
 0.188, 21.423, 0.502
 0.189, 21.131, 0.403
 0.161, 18.749, 0.053
 0.197, 21.470, 0.520
 0.183, 15.818, 0.004
 0.140, 18.889, 0.060
 0.145, 17.381, 0.015
 0.180, 21.787, 0.651
 0.151, 20.688, 0.284
 0.168, 19.786, 0.133
 0.118, 21.775, 0.646
 0.157, 21.550, 0.551
 0.181, 18.986, 0.066
 0.090, 21.848, 0.679
 0.193, 20.345, 0.214
 0.156, 18.413, 0.039
 0.062, 18.690, 0.050
 0.194, 18.262, 0.034
 0.091, 21.411, 0.498
 0.172, 21.935, 0.721
 0.179, 19.479, 0.102
 0.144, 18.365, 0.038
 0.141, 21.667, 0.599
 0.190, 21.583, 0.564
 0.153, 18.264, 0.034
 0.138, 20.296, 0.205
 0.180, 19.939, 0.152
 0.199, 21.246, 0.440
 0.183, 20.079, 0.171
 0.181, 19.844, 0.140
 0.190, 20.276, 0.202
 0.138, 20.149, 0.181
 0.185, 18.934, 0.063
 0.199, 21.920, 0.713
 0.116, 18.333, 0.036
 0.164, 19.401, 0.095
 0.186, 16.405, 0.006
 0.027, 20.495, 0.242
 0.099, 13.635, 0.000
 0.164, 21.672, 0.601
 0.152, 21.927, 0.717
 0.169, 19.541, 0.107
 0.087, 19.372, 0.092
 0.180, 17.994, 0.027
 0.024, 12.937, 0.000
 0.048, 9.789, 0.000
 0.041, 20.322, 0.210
 0.199, 21.478, 0.523
 0.086, 20.178, 0.186
 0.082, 21.756, 0.638
 0.160, 18.692, 0.050
 0.096, 17.525, 0.017
 0.167, 21.831, 0.671
 0.168, 18.146, 0.031
 0.040, 19.793, 0.134
 0.191, 21.937, 0.721
 0.069, 21.786, 0.651
 0.032, 21.274, 0.449
 0.117, 20.188, 0.187
 0.144, 20.497, 0.243
 0.155, 17.841, 0.023
 0.146, 21.486, 0.526
 0.135, 18.872, 0.059
 0.192, 21.039, 0.375
 0.143, 17.066, 0.011
 0.119, 19.471, 0.101
 0.162, 21.628, 0.582
 0.193, 19.953, 0.153
 0.117, 18.513, 0.043
 0.055, 17.180, 0.013
 0.175, 18.803, 0.056
 0.066, 17.070, 0.012
 0.081, 19.519, 0.105
 0.158, 13.034, 0.000
 0.196, 17.197, 0.013
 0.195, 19.441, 0.098
 0.046, 21.549, 0.550
 0.098, 16.319, 0.006
 0.159, 16.623, 0.008
 0.189, 16.817, 0.009
 0.080, 18.554, 0.045
 0.118, 19.476, 0.101
 0.092, 20.778, 0.305
 0.083, 17.586, 0.018
 0.090, 18.467, 0.041
 0.148, 20.597, 0.263
 0.096, 21.008, 0.366
 0.119, 19.182, 0.078
 0.126, 21.749, 0.634
 0.167, 21.935, 0.720
 0.152, 21.508, 0.534
 0.200, 17.296, 0.014
 0.133, 20.265, 0.200
 0.114, 21.200, 0.425
 0.185, 20.560, 0.256
 0.156, 19.359, 0.091
 0.077, 19.429, 0.097
 0.182, 20.493, 0.242
 0.114, 18.803, 0.056
 0.030, 14.351, 0.001
 0.168, 19.198, 0.079
 0.196, 20.969, 0.355
 0.171, 18.681, 0.050
 0.159, 21.920, 0.713
 0.121, 15.540, 0.003
 0.088, 15.298, 0.002
 0.172, 16.044, 0.004
 0.166, 21.864, 0.687
 0.141, 15.169, 0.002
 0.160, 21.043, 0.376
 0.177, 18.770, 0.054
 0.179, 19.377, 0.093
 0.192, 20.854, 0.324
 0.091, 21.676, 0.603
 0.112, 21.051, 0.379
 0.164, 18.984, 0.066
 0.173, 21.901, 0.704
 0.136, 18.831, 0.057
 0.123, 21.304, 0.459
 0.118, 19.963, 0.155
 0.126, 17.896, 0.025
 0.175, 21.656, 0.594
 0.088, 21.660, 0.596
 0.192, 20.563, 0.256
 0.190, 17.225, 0.013
 0.181, 19.880, 0.144
 0.163, 20.749, 0.298
 0.078, 19.603, 0.113
 0.197, 17.727, 0.021
 0.132, 20.124, 0.178
 0.195, 21.390, 0.490
 0.101, 20.568, 0.257
 0.182, 19.193, 0.079
 0.152, 20.478, 0.239
 0.100, 13.821, 0.001
 0.194, 20.661, 0.278
 0.144, 13.654, 0.000
 0.147, 21.709, 0.617
 0.095, 20.681, 0.282
 0.187, 20.968, 0.355
 0.142, 20.796, 0.310
 0.097, 21.540, 0.547
 0.171, 21.586, 0.565
 0.196, 16.394, 0.006
 0.057, 19.854, 0.141
 0.157, 18.389, 0.038
 0.177, 19.803, 0.135
 0.040, 18.169, 0.031
 0.100, 14.562, 0.001
 0.101, 19.032, 0.068
 0.184, 18.921, 0.062
 0.152, 20.842, 0.321
 0.111, 20.588, 0.262
 0.089, 20.816, 0.315
 0.132, 21.141, 0.406
 0.119, 18.402, 0.039
 0.123, 21.196, 0.423
 0.170, 21.356, 0.478
 0.049, 21.332, 0.469
 0.138, 18.113, 0.030
 0.184, 20.193, 0.188
 0.144, 19.315, 0.088
 0.091, 21.384, 0.488
 0.106, 19.886, 0.145
 0.192, 21.742, 0.631
 0.143, 18.540, 0.044
 0.186, 20.291, 0.205
 0.181, 20.589, 0.262
 0.089, 21.491, 0.527
 0.062, 19.537, 0.107
 0.163, 18.877, 0.059
 0.200, 18.833, 0.057
 0.122, 16.443, 0.006
 0.055, 20.805, 0.312
 0.172, 20.051, 0.167
 0.030, 21.206, 0.427
 0.134, 18.169, 0.031
 0.053, 19.234, 0.082
 0.106, 21.880, 0.694
 0.101, 15.481, 0.003
 0.153, 20.802, 0.311
 0.158, 15.050, 0.002
 0.191, 21.749, 0.634
 0.186, 17.258, 0.014
 0.150, 18.648, 0.048
 0.151, 16.928, 0.010
 0.129, 20.238, 0.195
 0.165, 19.219, 0.081
 0.195, 18.219, 0.033
 0.176, 20.104, 0.175
 0.185, 16.840, 0.009
 0.120, 21.158, 0.411
 0.091, 16.825, 0.009
 0.047, 21.909, 0.708
 0.122, 14.282, 0.001
 0.188, 21.282, 0.452
 0.056, 13.404, 0.000
 0.169, 15.093, 0.002
 0.198, 20.490, 0.241
 0.163, 16.187, 0.005
 0.140, 18.833, 0.057
 0.148, 21.583, 0.564
 0.142, 21.843, 0.677
 0.188, 18.075, 0.029
 0.090, 15.295, 0.002
 0.150, 21.555, 0.553
 0.171, 21.779, 0.648
 0.110, 18.055, 0.028
 0.130, 20.164, 0.184
 0.170, 21.109, 0.396
 0.024, 20.986, 0.360
 0.053, 19.191, 0.079
 0.076, 16.757, 0.009
 0.150, 20.998, 0.363
 0.072, 17.010, 0.011
 0.065, 21.411, 0.498
 0.108, 17.896, 0.025
 0.191, 21.133, 0.403
 0.196, 21.189, 0.421
 0.109, 12.555, 0.000
 0.166, 21.642, 0.588
 0.167, 21.331, 0.469
 0.197, 15.990, 0.004
 0.174, 21.252, 0.442
 0.129, 18.254, 0.034
 0.184, 20.192, 0.188
 0.121, 19.719, 0.125
 0.172, 19.466, 0.100
 0.139, 21.893, 0.700
 0.198, 16.077, 0.005
 0.105, 19.004, 0.067
 0.105, 21.759, 0.639
 0.129, 16.416, 0.006
 0.132, 17.692, 0.020
 0.157, 21.978, 0.742
 0.154, 20.928, 0.344
 0.170, 21.336, 0.471
 0.134, 19.710, 0.124
 0.170, 19.790, 0.133
 0.195, 21.077, 0.386
 0.115, 21.875, 0.692
 0.142, 18.072, 0.029
 0.136, 15.713, 0.003
 0.195, 17.312, 0.014
 0.078, 21.114, 0.398
 0.152, 19.124, 0.074
 0.047, 20.186, 0.187
 0.175, 20.925, 0.343
 0.199, 17.238, 0.013
 0.190, 21.853, 0.681
 0.087, 19.053, 0.070
 0.197, 19.344, 0.090
 0.088, 21.309, 0.461
 0.061, 20.413, 0.226
 0.188, 14.829, 0.001
 0.190, 19.703, 0.124
 0.085, 20.568, 0.257
 0.029, 21.236, 0.437
 0.200, 21.724, 0.623
 0.186, 18.488, 0.042
 0.119, 20.084, 0.172
 0.108, 21.403, 0.495
 0.157, 21.097, 0.392
 0.090, 14.440, 0.001
 0.185, 16.650, 0.008
 0.126, 19.860, 0.142
 0.198, 19.542, 0.107
 0.149, 21.961, 0.733
 0.103, 16.108, 0.005
 0.199, 21.929, 0.718
 0.177, 21.907, 0.707
 0.185, 19.885, 0.145
 0.073, 17.323, 0.015
 0.148, 20.703, 0.287
 0.193, 21.846, 0.678
 0.111, 16.887, 0.010
 0.117, 20.787, 0.307
 0.175, 19.548, 0.108
 0.138, 21.614, 0.577
 0.142, 21.193, 0.422
 0.094, 17.263, 0.014
 0.139, 16.371, 0.006
 0.153, 18.301, 0.035
 0.077, 21.024, 0.371
 0.142, 21.292, 0.455
 0.179, 18.187, 0.032
 0.177, 20.217, 0.192
 0.139, 21.631, 0.584
 0.180, 21.129, 0.402
 0.189, 21.070, 0.384
 0.161, 18.646, 0.048
 0.142, 17.598, 0.019
 0.127, 19.339, 0.090
 0.069, 21.904, 0.706
 0.095, 20.638, 0.273
 0.161, 16.670, 0.008
 0.167, 21.895, 0.701
 0.184, 15.079, 0.002
 0.102, 20.232, 0.195
 0.161, 20.156, 0.182
 0.100, 21.856, 0.683
 0.086, 20.814, 0.314
 0.145, 16.695, 0.008
 0.179, 20.173, 0.185
 0.134, 19.489, 0.103
 0.106, 19.276, 0.085
 0.159, 19.352, 0.091
 0.111, 20.968, 0.355
 0.081, 21.621, 0.579
 0.134, 14.495, 0.001
 0.043, 20.054, 0.167
 0.090, 16.388, 0.006
 0.197, 21.701, 0.613
 0.191, 21.367, 0.482
 0.081, 12.901, 0.000
 0.162, 19.914, 0.148
 0.048, 21.180, 0.418
 0.090, 15.608, 0.003
 0.016, 20.505, 0.244
 0.171, 21.092, 0.391
 0.194, 21.743, 0.632
 0.152, 21.045, 0.377
 0.180, 21.743, 0.632
 0.138, 17.889, 0.024
 0.106, 20.761, 0.301
 0.059, 19.829, 0.138
 0.090, 16.138, 0.005
 0.196, 18.694, 0.050
 0.157, 21.971, 0.738
 0.140, 19.503, 0.104
 0.194, 20.960, 0.353
 0.077, 15.151, 0.002
 0.106, 21.424, 0.502
 0.198, 21.475, 0.522
 0.179, 18.185, 0.032
 0.024, 15.555, 0.003
 0.125, 20.347, 0.214
 0.191, 21.378, 0.486
 0.200, 20.820, 0.316
 0.142, 18.597, 0.046
 0.156, 17.608, 0.019
 0.130, 20.744, 0.297
 0.045, 13.963, 0.001
 0.048, 9.406, 0.000
 0.174, 17.891, 0.024
 0.174, 20.211, 0.191
 0.108, 20.456, 0.235
 0.150, 18.095, 0.029
 0.110, 21.270, 0.448
 0.143, 19.468, 0.101
 0.167, 20.556, 0.255
 0.092, 21.320, 0.465
 0.127, 21.707, 0.616
 0.136, 21.743, 0.632
 0.084, 18.592, 0.046
 0.180, 14.232, 0.001
 0.128, 21.516, 0.537
 0.194, 17.073, 0.012
 0.062, 20.087, 0.172
 0.115, 13.800, 0.001
 0.183, 19.266, 0.084
 0.169, 18.551, 0.044
 0.188, 19.248, 0.083
 0.145, 20.248, 0.197
 0.183, 21.290, 0.455
 0.164, 16.194, 0.005
 0.056, 14.474, 0.001
 0.123, 21.849, 0.680
 0.195, 18.936, 0.063
 0.145, 20.463, 0.236
 0.183, 21.951, 0.728
 0.115, 21.040, 0.376
 0.059, 21.939, 0.722
 0.104, 16.857, 0.009
 0.179, 18.683, 0.050
 0.187, 21.971, 0.738
 0.145, 20.877, 0.330
 0.097, 16.318, 0.006
 0.056, 21.586, 0.565
 0.110, 12.760, 0.000
 0.167, 19.942, 0.152
 0.187, 18.797, 0.055
 0.138, 15.905, 0.004
 0.169, 21.606, 0.573
 0.167, 20.978, 0.358
 0.087, 17.706, 0.021
 0.113, 17.609, 0.019
 0.153, 21.260, 0.444
 0.197, 18.973, 0.065
 0.152, 20.859, 0.326
 0.199, 21.860, 0.685
 0.180, 19.278, 0.085
 0.168, 21.333, 0.470
 0.191, 21.097, 0.392
 0.100, 19.975, 0.156
 0.054, 12.225, 0.000
 0.173, 17.271, 0.014
 0.191, 21.453, 0.513
 0.089, 19.405, 0.095
 0.119, 20.289, 0.204
 0.183, 21.774, 0.646
 0.198, 20.148, 0.181
 0.157, 20.360, 0.217
 0.084, 18.987, 0.066
 0.160, 20.927, 0.344
 0.183, 16.345, 0.006
 0.150, 14.859, 0.002
 0.187, 21.850, 0.680
 0.193, 21.284, 0.453
 0.137, 21.634, 0.585
 0.194, 17.179, 0.013
 0.195, 18.411, 0.039
 0.135, 21.654, 0.593
 0.161, 21.934, 0.720
 0.080, 17.333, 0.015
 0.146, 17.145, 0.012
 0.165, 18.789, 0.055
 0.198, 16.235, 0.005
 0.096, 14.450, 0.001
 0.149, 21.615, 0.577
 0.147, 21.469, 0.519
 0.169, 20.487, 0.241
 0.040, 21.226, 0.433
 0.144, 21.475, 0.522
 0.145, 20.464, 0.236
 0.134, 18.691, 0.050
 0.143, 18.536, 0.044
 0.138, 21.986, 0.745
 0.198, 17.237, 0.013
 0.116, 21.554, 0.552
 0.198, 16.353, 0.006
 0.188, 17.124, 0.012
 0.103, 16.461, 0.007
 0.170, 21.288, 0.454
 0.125, 21.707, 0.616
 0.189, 19.804, 0.135
 0.069, 21.402, 0.494
 0.095, 21.256, 0.443
 0.069, 20.985, 0.360
 0.188, 19.577, 0.111
 0.174, 21.628, 0.582
 0.195, 17.454, 0.016
 0.191, 21.490, 0.527
 0.106, 17.030, 0.011
 0.076, 20.692, 0.285
 0.164, 20.544, 0.252
 0.130, 20.608, 0.266
 0.184, 21.613, 0.576
 0.179, 20.855, 0.324
 0.117, 17.790, 0.022
 0.190, 17.105, 0.012
 0.198, 20.314, 0.208
 0.159, 20.811, 0.313
 0.144, 17.667, 0.020
 0.138, 19.202, 0.079
 0.195, 20.532, 0.250
 0.175, 16.207, 0.005
 0.134, 14.560, 0.001
 0.112, 20.088, 0.172
 0.180, 21.906, 0.707
 0.192, 21.474, 0.521
 0.125, 21.565, 0.557
 0.179, 18.966, 0.064
 0.186, 19.141, 0.075
 0.172, 19.054, 0.070
 0.065, 17.868, 0.024
 0.049, 19.854, 0.141
 0.193, 18.451, 0.041
 0.182, 20.997, 0.363
 0.116, 20.063, 0.169
 0.078, 21.970, 0.738
 0.186, 20.974, 0.357
 0.115, 21.706, 0.616
 0.119, 19.742, 0.128
 0.177, 18.619, 0.047
 0.156, 20.414, 0.227
 0.184, 21.152, 0.409
 0.182, 21.044, 0.376
 0.115, 20.563, 0.256
 0.114, 21.408, 0.496
 0.152, 20.760, 0.301
 0.192, 21.860, 0.685
 0.123, 21.503, 0.532
 0.174, 21.238, 0.437
 0.186, 21.401, 0.494
 0.034, 21.620, 0.579
 0.140, 21.986, 0.746
 0.063, 21.935, 0.721
 0.087, 21.849, 0.680
 0.111, 21.589, 0.567
 0.173, 13.874, 0.001
 0.190, 17.948, 0.026
 0.122, 20.016, 0.162
 0.136, 20.089, 0.172
 0.143, 19.296, 0.086
 0.106, 20.094, 0.173
 0.198, 21.285, 0.453
 0.187, 20.540, 0.251
 0.121, 16.650, 0.008
 0.141, 20.589, 0.262
 0.149, 21.350, 0.476
 0.128, 20.847, 0.322
 0.061, 21.485, 0.525
 0.182, 14.722, 0.001
 0.080, 18.714, 0.051
 0.020, 20.846, 0.322
 0.069, 20.464, 0.236
 0.131, 17.090, 0.012
 0.172, 17.778, 0.022
 0.110, 19.315, 0.088
 0.141, 20.938, 0.347
 0.192, 21.864, 0.687
 0.144, 20.158, 0.183
 0.163, 15.250, 0.002
 0.180, 20.071, 0.170
 0.168, 18.299, 0.035
 0.188, 16.593, 0.007
 0.077, 21.963, 0.734
 0.193, 18.649, 0.048
 0.192, 18.164, 0.031
 0.154, 21.133, 0.403
 0.155, 19.747, 0.128
 0.156, 19.393, 0.094
 0.177, 20.214, 0.192
 0.163, 19.788, 0.133
 0.083, 18.491, 0.042
 0.045, 21.141, 0.406
 0.178, 17.445, 0.016
 0.095, 19.312, 0.088
 0.010, 18.978, 0.065
 0.116, 12.545, 0.000
 0.035, 14.328, 0.001
 0.149, 21.922, 0.714
 0.129, 17.752, 0.021
 0.047, 21.550, 0.551
 0.057, 21.049, 0.378
 0.151, 17.685, 0.020
 0.091, 19.304, 0.087
 0.070, 17.988, 0.027
 0.137, 20.323, 0.210
 0.173, 21.135, 0.404
 0.199, 20.656, 0.276
 0.116, 20.806, 0.312
 0.192, 21.431, 0.505
 0.113, 21.695, 0.611
 0.189, 21.407, 0.496
 0.196, 21.384, 0.488
 0.094, 20.647, 0.274
 0.084, 15.743, 0.003
 0.158, 21.007, 0.366
 0.166, 18.844, 0.058
 0.127, 21.031, 0.373
 0.143, 15.677, 0.003
 0.166, 20.978, 0.358
 0.191, 20.955, 0.351
 0.137, 20.319, 0.209
 0.124, 14.830, 0.001
 0.170, 21.695, 0.611
 0.171, 16.562, 0.007
 0.139, 21.838, 0.675
 0.149, 16.848, 0.009
 0.044, 20.196, 0.189
 0.058, 21.532, 0.543
 0.157, 15.957, 0.004
 0.185, 17.158, 0.012
 0.083, 21.489, 0.527
 0.192, 20.120, 0.177
 0.176, 19.422, 0.097
 0.083, 21.182, 0.419
 0.100, 19.431, 0.097
 0.198, 19.435, 0.098
 0.180, 17.625, 0.019
 0.178, 16.329, 0.006
